INSERT INTO proj4.Department(DepartmentName, Head, Location, Description)
VALUES('ComputerScience', 'Dan', '1046 Rathbone, Manhattan, KS 66506', 'teaches the computer science classes')

INSERT INTO proj4.Department(DepartmentName, Head, Location, Description)
VALUES('Buisness', 'Eric', '1301 Lovers Ln, Manhattan, KS 66502', 'teaches the buisness classes')

INSERT INTO proj4.Department(DepartmentName, Head, Location, Description)
VALUES('English', 'Shane', '1105 Sunset Ave Room 105, Manhattan, KS 66502', 'teaches the English classes')

INSERT INTO proj4.Department(DepartmentName, Head, Location, Description)
VALUES('History', 'Tom', 'Calvin Hall, Room 117, Manhattan, KS 66506', 'teaches the History classes')

INSERT INTO proj4.Department(DepartmentName, Head, Location, Description)
VALUES('Math', 'Derek', 'Kansas State University, Manhattan, KS 66506', 'teaches the Math classes')

INSERT INTO proj4.Department(DepartmentName, Head, Location, Description)
VALUES('Arts', 'Michael', '1105 Denison Room 105, Manhattan, KS 66502', 'teaches the English classes')

INSERT INTO proj4.Department(DepartmentName, Head, Location, Description)
VALUES('Launguage', 'Nate', '1105 claflin Room 105, Manhattan, KS 66502', 'teaches the Language classes')

INSERT INTO proj4.Department(DepartmentName, Head, Location, Description)
VALUES('Education', 'Peter', '1105 Sunset Ave Room 105, Manhattan, KS 66502', 'teaches the Education classes')

INSERT INTO proj4.Department(DepartmentName, Head, Location, Description)
VALUES('Leadership', 'Devin', '1105 Sunset Ave Room 105, Manhattan, KS 66502', 'teaches the Leadership classes')

INSERT INTO proj4.Department(DepartmentName, Head, Location, Description)
VALUES('Agriculture', 'Shane', '1105 Sunset Ave Room 105, Manhattan, KS 66502', 'teaches the English classes')


INSERT INTO proj4.Student (DepartmentId,Name,Gpa,Hours) VALUES (8,'Rana',2,14),(2,'Christian',1,14),(3,'Allegra',3,16),(7,'Yuri',2,13),(1,'Axel',1,13),(3,'Isadora',1,13),(7,'Jarrod',2,13),(10,'Tobias',4,15),(2,'Basil',4,14),(3,'Neve',4,16);
INSERT INTO proj4.Student (DepartmentId,Name,Gpa,Hours) VALUES (1,'Madison',4,15),(6,'Lev',1,16),(9,'Stewart',3,12),(10,'Hayes',3,14),(7,'Sybil',1,14),(6,'Amir',4,16),(10,'Aiko',3,12),(4,'Ocean',3,13),(7,'Shelby',2,12),(1,'Madonna',1,12);
INSERT INTO proj4.Student (DepartmentId,Name,Gpa,Hours) VALUES (7,'Sierra',2,15),(10,'Clark',3,12),(10,'Solomon',1,14),(10,'Shaeleigh',4,12),(2,'Donna',4,13),(8,'Grant',3,13),(2,'Brynne',2,13),(8,'Deacon',1,14),(4,'Kieran',2,16),(6,'Freya',3,16);
INSERT INTO proj4.Student (DepartmentId,Name,Gpa,Hours) VALUES (6,'Honorato',3,15),(10,'Ulysses',4,14),(3,'Shelly',1,16),(7,'Nayda',1,12),(10,'Lacey',3,15),(7,'Lev',2,15),(6,'Imelda',1,12),(10,'Aurelia',2,15),(10,'Maryam',1,16),(2,'Maile',2,13);
INSERT INTO proj4.Student (DepartmentId,Name,Gpa,Hours) VALUES (2,'Tobias',4,14),(8,'Kay',1,15),(3,'Amanda',2,14),(6,'Kyle',4,12),(1,'Kyle',1,13),(4,'Desirae',2,14),(4,'Lillian',3,15),(8,'Sloane',2,15),(4,'Charissa',2,13),(2,'Christine',4,14);
INSERT INTO proj4.Student (DepartmentId,Name,Gpa,Hours) VALUES (7,'Audra',3,14),(3,'Yvette',4,14),(4,'Lillian',3,16),(3,'Elton',1,15),(1,'Aretha',4,14),(8,'Cailin',3,12),(8,'Gregory',2,16),(4,'Lionel',2,16),(7,'Thane',1,15),(1,'Kermit',3,12);
INSERT INTO proj4.Student (DepartmentId,Name,Gpa,Hours) VALUES (2,'Rhea',4,12),(2,'Basia',4,15),(4,'Nissim',3,15),(10,'Wyoming',4,13),(3,'Jasmine',4,13),(6,'Arsenio',1,16),(5,'Bernard',1,15),(9,'Lavinia',4,14),(8,'TaShya',4,12),(9,'Ruby',1,16);
INSERT INTO proj4.Student (DepartmentId,Name,Gpa,Hours) VALUES (1,'Rinah',4,13),(8,'Eaton',2,14),(10,'Paloma',1,14),(1,'Kim',3,16),(4,'Mannix',3,13),(4,'Levi',2,14),(6,'Stewart',3,12),(10,'Sacha',3,15),(9,'Oliver',2,13),(6,'Nolan',1,14);
INSERT INTO proj4.Student (DepartmentId,Name,Gpa,Hours) VALUES (2,'Jolie',4,13),(9,'Vladimir',1,12),(8,'Kristen',3,14),(9,'Meghan',2,14),(2,'Armand',4,12),(5,'Wade',2,15),(8,'Irene',2,14),(3,'Keelie',2,12),(3,'Christine',2,16),(9,'Hamilton',3,13);
INSERT INTO proj4.Student (DepartmentId,Name,Gpa,Hours) VALUES (9,'Jasper',3,13),(3,'Yardley',4,16),(8,'Tarik',2,13),(4,'MacKenzie',3,14),(4,'Merritt',2,14),(7,'Maryam',1,13),(4,'Aimee',4,14),(7,'Oren',2,14),(2,'Griffith',4,14),(2,'Porter',4,16);

INSERT INTO proj4.Instructor (InstructorName,Office,OfficeHours,DepartmentId) VALUES ('Colleen',720,'7am-9am',1),('Mohammad','728','8am-11am',2),('Wesley','928','1pm-4pm',3),('Liberty','468','7am-9am',4),('Taylor','542','3pm-6pm',5),('Hedwig','713','3pm-7pm',3),('Tyler','651','1pm-5pm',2),('Quinn','294','8am-11am',3),('Rahim','352','3pm-6pm',3),('Hannah','676','8am-10am',2);

insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (5, 10, '2019-04-30 14:29:25', '13 Spenser Crossing', 'user-facing', 3);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (2, 9, '2020-01-01 06:30:18', '6 Johnson Parkway', 'model', 3);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (3, 8, '2019-08-21 19:18:21', '35649 Sunbrook Drive', 'core', 3);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (2, 7, '2020-04-14 15:16:49', '89 Elka Junction', 'database', 1);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (6, 6, '2019-05-29 14:19:27', '7541 Mariners Cove Crossing', 'pricing structure', 3);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (5, 5, '2019-06-16 16:08:11', '8599 Packers Lane', 'implementation', 3);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (7, 4, '2019-12-30 02:04:44', '7341 Nova Lane', 'throughput', 3);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (8, 3, '2019-10-11 01:33:03', '42643 Coleman Way', 'Total', 3);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (1, 2, '2019-04-25 22:58:13', '2 Harbort Street', 'Organized', 2);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (6, 1, '2020-04-10 11:40:23', '57 Cody Point', 'impactful', 2);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (7, 3, '2019-05-03 10:06:03', '7 Summer Ridge Lane', 'Persevering', 3);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (6, 1, '2020-03-21 17:09:13', '63 Towne Street', 'pricing structure', 3);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (6, 2, '2019-07-31 16:49:55', '00 Artisan Alley', 'function', 3);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (10, 5, '2019-06-09 03:10:54', '6 Bowman Terrace', 'Reactive', 2);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (5, 4, '2019-10-07 00:50:30', '897 Marquette Parkway', 'foreground', 2);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (8, 6, '2019-10-26 06:07:00', '8601 Pierstorff Court', 'even-keeled', 2);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (10, 7, '2019-10-27 13:59:01', '6887 Fair Oaks Street', 'Upgradable', 1);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (5, 9, '2020-01-08 01:44:27', '928 Quincy Terrace', 'bifurcated', 2);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (4, 8, '2019-10-03 22:22:40', '30153 Little Fleur Circle', 'standardization', 2);
insert into proj4.Course (DepartmentId, InstructorId, Time, Location, Description, Hours) values (7, 10, '2020-02-03 19:42:50', '66 Fairfield Crossing', 'leading edge', 3);

insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (16, 83, 77);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (10, 26, 93);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (12, 96, 72);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (16, 30, 76);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (8, 57, 11);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (7, 50, 32);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (9, 42, 81);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (7, 88, 3);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (9, 36, 96);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (11, 46, 3);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (16, 9, 31);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (2, 75, 19);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (5, 97, 16);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (1, 41, 6);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (19, 62, 43);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (16, 25, 49);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (3, 40, 61);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (19, 8, 18);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (14, 67, 80);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (19, 81, 40);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (6, 73, 37);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (3, 96, 76);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (17, 49, 62);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (14, 99, 23);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (2, 24, 57);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (16, 74, 44);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (8, 9, 14);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (12, 59, 82);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (10, 56, 19);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (20, 60, 6);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (17, 81, 43);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (18, 77, 14);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (15, 72, 62);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (2, 29, 56);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (15, 33, 57);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (13, 87, 15);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (9, 50, 1);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (2, 80, 52);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (18, 98, 29);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (6, 30, 94);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (13, 81, 96);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (16, 56, 18);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (15, 89, 42);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (9, 49, 92);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (6, 60, 25);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (13, 47, 32);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (18, 66, 28);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (7, 8, 20);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (4, 22, 57);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (14, 68, 52);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (3, 95, 38);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (9, 96, 9);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (18, 67, 15);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (3, 86, 19);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (10, 78, 32);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (9, 36, 70);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (10, 23, 74);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (6, 68, 28);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (10, 83, 40);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (5, 76, 81);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (17, 24, 45);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (1, 56, 71);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (1, 39, 78);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (1, 24, 99);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (10, 1, 47);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (17, 28, 78);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (14, 46, 50);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (9, 67, 14);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (10, 70, 29);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (2, 59, 62);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (9, 66, 56);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (17, 19, 97);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (12, 59, 67);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (1, 55, 56);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (20, 50, 26);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (15, 34, 18);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (20, 90, 47);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (16, 61, 41);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (3, 38, 93);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (10, 5, 35);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (13, 6, 32);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (6, 18, 16);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (12, 92, 23);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (8, 1, 86);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (4, 34, 63);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (18, 87, 40);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (1, 8, 88);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (12, 7, 83);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (17, 3, 41);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (13, 46, 7);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (13, 98, 76);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (5, 11, 14);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (20, 13, 72);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (8, 88, 21);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (17, 16, 51);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (2, 38, 42);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (6, 60, 10);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (11, 49, 66);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (19, 53, 8);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (4, 94, 12);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (9, 70, 27);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (2, 77, 69);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (5, 33, 100);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (11, 88, 36);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (9, 3, 7);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (9, 41, 41);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (3, 58, 81);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (2, 2, 66);
insert into proj4.CourseAttendee (CourseId, StudentId, Grade) values (19, 88, 74);
